1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
2,34,35,36,3,8,12,13,17,20,37,38,39,40
3,34,35,36,3,8,12,13,17,20,37,38,39,40,41,42
4,43,44,45,46,47,48,49,50
5,43,44,45,46,47,48,49,50
6,45,51,52,53,54,46,55,56,57,47,58,48,59,60,49,61,62,63,64,50
7,65,13,66,47
A,35,36,67,68,69,70,13,15,71,72,28,73,74,75,76,77
B,78,53,68,79,66,80,81,15,82,83,84,85,86,87,88,71,89,72,90
C,35,36,91,67,68,69,92,70,13,93,15,82,83,84,85,86,87,88,71,89,72,94,95,28
D,78,53,68,79,66,80,81,15,71,72,90
E,36,67,68,69,92,70,13,93,81,96,58
F,97,98,99,53,68,8,100,79,66,80,101,102
J,103,35,45,51,104,98
L,69,8,46,106,105
M,98,53,68,8,100,79,66,80,96,58
N,51,46,79,13,107,108,109,48
Q,51,46,79,13,108,102,110,111,112
R,1,113,114,115,51,116,117,46,118,119,79,13,107,108,109,48
S,13,47
W,1,113,114,115,51,116,117,46,118,119,79,13,107,108,109,48
Z,103,35,45,51,104,98
